Page Title,URL,Num Of Pictures,Num Of Languages,Num Of References,Num Of Contents,Num Of Tables,Num Of Categories,Num Of Redirects,Views In 30 Last Days,Avg Views Per Day,Total Views,Num Of Edits
Cedar Point National Wildlife Refuge,https://en.wikipedia.org/wiki/Cedar_Point_National_Wildlife_Refuge,3,1,3,0,0,7,0,30,6.568478719,15587,38
Walking with Dinosaurs − The Arena Spectacular,https://en.wikipedia.org/wiki/Walking_with_Dinosaurs_%E2%88%92_The_Arena_Spectacular,1,1,5,5,1,3,3,385,13.91908976,33030,54
Athersley Recreation F.C.,https://en.wikipedia.org/wiki/Athersley_Recreation_F.C.,4,2,4,7,1,10,1,196,15.00842815,35615,346
1996 European Men's Handball Championship,https://en.wikipedia.org/wiki/1996_European_Men%27s_Handball_Championship,5,24,0,7,6,6,1,328,15.09439528,35819,142
1905–06 Sheffield Shield season,https://en.wikipedia.org/wiki/1905%E2%80%9306_Sheffield_Shield_season,1,0,4,3,1,3,1,11,1.594184576,3783,4
Hiroko Suzuki (voice actress),https://en.wikipedia.org/wiki/Hiroko_Suzuki_(voice_actress),0,3,17,3,0,11,3,93,7.312684366,17353,76
Open de Divonne,https://en.wikipedia.org/wiki/Open_de_Divonne,0,1,3,0,1,2,1,10,0.338811631,804,4
Tommaso Pasquale Gizzi,https://en.wikipedia.org/wiki/Tommaso_Pasquale_Gizzi,2,12,2,0,1,9,1,30,3.08765276,7327,61
"Olympic High School (Silverdale, Washington)","https://en.wikipedia.org/wiki/Olympic_High_School_(Silverdale,_Washington)",2,0,2,4,0,3,0,151,12.77496839,30315,129
Kisan Sabha (1919-1922),https://en.wikipedia.org/wiki/Kisan_Sabha_(1919-1922),0,1,1,0,0,2,0,650,19.73704172,46836,15
Jean-Claude Brisville,https://en.wikipedia.org/wiki/Jean-Claude_Brisville,2,3,4,4,0,11,0,33,4.229245681,10036,11
Eublemma ostrina,https://en.wikipedia.org/wiki/Eublemma_ostrina,4,6,5,5,0,6,7,23,3.110830173,7382,62
Glenea jordani,https://en.wikipedia.org/wiki/Glenea_jordani,0,2,1,0,0,3,7,2,0.627054362,1488,10
María Julia Alsogaray,https://en.wikipedia.org/wiki/Mar%C3%ADa_Julia_Alsogaray,1,4,17,0,0,14,1,119,8.765276022,20800,77
Lavra Netofa,https://en.wikipedia.org/wiki/Lavra_Netofa,4,2,3,0,0,3,1,39,3.666245259,8700,34
"Podhradie, Topoľčany District","https://en.wikipedia.org/wiki/Podhradie,_Topo%C4%BE%C4%8Dany_District",3,20,2,0,0,2,3,12,2.223767383,5277,31
Eutopian Euphorians,https://en.wikipedia.org/wiki/Eutopian_Euphorians,0,0,3,0,0,1,0,17,1.92414665,4566,32
Sviatlana Sudak Torun,https://en.wikipedia.org/wiki/Sviatlana_Sudak_Torun,1,4,2,2,0,13,3,29,3.643489254,8646,48
Anthony Tew,https://en.wikipedia.org/wiki/Anthony_Tew,0,0,10,0,0,9,0,36,0.82806574,1965,7
Giovanni Aurispa,https://en.wikipedia.org/wiki/Giovanni_Aurispa,0,12,9,5,0,15,2,61,6.229667088,14783,77
Carmichele v Minister of Safety & Security,https://en.wikipedia.org/wiki/Carmichele_v_Minister_of_Safety_%26_Security,1,0,1,3,0,5,1,104,10.32195533,24494,15
Andrew Dunkley,https://en.wikipedia.org/wiki/Andrew_Dunkley,0,0,3,0,0,6,1,155,19.8879056,47194,59
"Shoreline, Washington","https://en.wikipedia.org/wiki/Shoreline,_Washington",5,38,23,13,2,7,6,"1,774",104.7298778,248524,427
1979 Stella Artois Championships – Doubles,https://en.wikipedia.org/wiki/1979_Stella_Artois_Championships_%E2%80%93_Doubles,0,1,1,4,0,1,3,7,2.075431943,4925,28
Human Highway,https://en.wikipedia.org/wiki/Human_Highway,2,3,14,7,0,8,0,"1,573",69.34976823,164567,221
Leninskaya Sloboda,https://en.wikipedia.org/wiki/Leninskaya_Sloboda,4,6,2,0,0,2,0,10,0.617783397,1466,9
Mitsuteru,https://en.wikipedia.org/wiki/Mitsuteru,0,0,0,0,0,2,0,16,1.662452592,3945,2
Nishtar Road,https://en.wikipedia.org/wiki/Nishtar_Road,3,0,3,0,0,4,1,78,3.237252423,7682,23
Union of African Muslim Scholars,https://en.wikipedia.org/wiki/Union_of_African_Muslim_Scholars,4,2,4,5,0,4,1,34,3.598820059,8540,53
John J. Jenkins,https://en.wikipedia.org/wiki/John_J._Jenkins,3,3,12,7,1,21,1,44,7.729034977,18341,88
Speeches of Greta Thunberg,https://en.wikipedia.org/wiki/Speeches_of_Greta_Thunberg,3,0,44,17,0,7,10,"3,550",46.62873999,110650,121
2018 Tathra bushfire,https://en.wikipedia.org/wiki/2018_Tathra_bushfire,1,0,26,6,0,6,3,134,12.50990308,29686,36
Greater siren,https://en.wikipedia.org/wiki/Greater_siren,6,18,13,6,0,5,2,710,35.46270544,84153,99
U.S. Route 322 in Pennsylvania,https://en.wikipedia.org/wiki/U.S._Route_322_in_Pennsylvania,8,0,33,6,2,17,7,666,41.15297092,97656,256
Thomas Pallavicini,https://en.wikipedia.org/wiki/Thomas_Pallavicini,1,5,0,0,1,7,1,27,3.170670038,7524,27
Anolis dominicensis,https://en.wikipedia.org/wiki/Anolis_dominicensis,1,1,1,0,0,7,0,12,0.144542773,343,2
"Antone, Oregon","https://en.wikipedia.org/wiki/Antone,_Oregon",4,3,5,0,0,5,0,39,5.024441635,11923,43
Milesiini,https://en.wikipedia.org/wiki/Milesiini,3,1,33,0,0,3,1,40,2.663716814,6321,60
Athymhormia,https://en.wikipedia.org/wiki/Athymhormia,0,1,0,6,0,2,0,196,11.06616098,26260,54
Shrimp eel,https://en.wikipedia.org/wiki/Shrimp_eel,1,6,6,5,0,3,36,75,7.487568479,17768,14
Glan-Münchweiler station,https://en.wikipedia.org/wiki/Glan-M%C3%BCnchweiler_station,8,1,54,6,3,3,1,7,3.088916983,7330,27
Line S2 (BCR),https://en.wikipedia.org/wiki/Line_S2_(BCR),1,3,7,3,1,4,3,143,8.557522124,20307,206
Puli dog,https://en.wikipedia.org/wiki/Puli_dog,9,36,20,7,0,5,7,"13,074",164.9835651,391506,579
Central European Initiative,https://en.wikipedia.org/wiki/Central_European_Initiative,3,16,2,7,1,5,7,875,52.33586178,124193,197
"Hillcrest High School (Riverside, California)","https://en.wikipedia.org/wiki/Hillcrest_High_School_(Riverside,_California)",1,0,3,4,0,3,0,125,10.17277708,24140,120
Diademodontidae,https://en.wikipedia.org/wiki/Diademodontidae,11,6,4,0,0,5,2,92,4.249051833,10083,19
"Alencar (footballer, born 2002)","https://en.wikipedia.org/wiki/Alencar_(footballer,_born_2002)",2,0,2,0,1,7,1,10,0.112094395,266,5
Dorsalis pedis artery,https://en.wikipedia.org/wiki/Dorsalis_pedis_artery,1,8,5,5,0,1,5,"2,225",199.3046776,472950,70
Bill Bonness,https://en.wikipedia.org/wiki/Bill_Bonness,3,1,0,0,0,6,0,3,2.00674252,4762,22
Liam Gerrard,https://en.wikipedia.org/wiki/Liam_Gerrard,1,0,17,8,1,10,2,88,3.093131058,7340,142
BK Zeros,https://en.wikipedia.org/wiki/BK_Zeros,3,1,9,4,2,5,0,14,3.967551622,9415,27
Fantasía Pop,https://en.wikipedia.org/wiki/Fantas%C3%ADa_Pop,7,3,16,6,3,4,5,146,9.243573536,21935,225
"Kurtkale, Çıldır","https://en.wikipedia.org/wiki/Kurtkale,_%C3%87%C4%B1ld%C4%B1r",1,6,2,0,0,4,1,12,1.606405394,3812,17
WBBG,https://en.wikipedia.org/wiki/WBBG,4,0,1,0,0,5,2,91,10.72355668,25447,87
Cannery Row (film),https://en.wikipedia.org/wiki/Cannery_Row_(film),1,8,10,6,0,19,1,"1,868",90.85040034,215588,152
Mohammed Al-Qaree,https://en.wikipedia.org/wiki/Mohammed_Al-Qaree,1,2,3,0,1,7,6,5,1.015592078,2410,16
Roman Frydman,https://en.wikipedia.org/wiki/Roman_Frydman,1,2,7,0,0,13,0,57,6.803202697,16144,51
United States extradition relations with Mexico,https://en.wikipedia.org/wiki/United_States_extradition_relations_with_Mexico,1,0,1,0,0,4,0,168,12.70880742,30158,10
Campbellford Rebels,https://en.wikipedia.org/wiki/Campbellford_Rebels,2,0,0,0,1,4,0,26,4.479983144,10631,89
Opinion polling for the 2019 Spanish local elections (Galicia),https://en.wikipedia.org/wiki/Opinion_polling_for_the_2019_Spanish_local_elections_(Galicia),1,0,96,3,24,2,0,14,1.437842394,3412,102
Lisburn (Parliament of Ireland constituency),https://en.wikipedia.org/wiki/Lisburn_(Parliament_of_Ireland_constituency),0,0,4,0,1,5,0,18,2.718499789,6451,37
2019 Asian Athletics Championships – Men's high jump,https://en.wikipedia.org/wiki/2019_Asian_Athletics_Championships_%E2%80%93_Men%27s_high_jump,1,1,1,3,3,2,1,25,1.588706279,3770,6
Auburn Doubledays,https://en.wikipedia.org/wiki/Auburn_Doubledays,5,2,21,7,1,13,9,355,56.2077539,133381,320
Nina Menkes,https://en.wikipedia.org/wiki/Nina_Menkes,0,0,14,5,0,3,5,327,11.42772861,27118,279
Melanie Martinez discography,https://en.wikipedia.org/wiki/Melanie_Martinez_discography,1,8,87,7,6,1,1,"3,031",122.225453,290041,759
Free Floating,https://en.wikipedia.org/wiki/Free_Floating,0,3,5,4,0,4,0,47,1.271807838,3018,10
Parestola,https://en.wikipedia.org/wiki/Parestola,0,7,1,0,0,2,0,11,1.980615255,4700,7
Marmaduke Blakiston,https://en.wikipedia.org/wiki/Marmaduke_Blakiston,5,0,4,0,0,5,0,10,0.14496418,344,3
KTEQ-FM,https://en.wikipedia.org/wiki/KTEQ-FM,1,0,4,3,0,5,1,53,5.715971344,13564,96
Sri Lanka at the 2011 South Asian Winter Games,https://en.wikipedia.org/wiki/Sri_Lanka_at_the_2011_South_Asian_Winter_Games,2,0,1,0,1,4,1,23,2.507796039,5951,15
In the Good Old Summer Time,https://en.wikipedia.org/wiki/In_the_Good_Old_Summer_Time,1,0,9,5,0,3,3,812,32.45891277,77025,100
"Chelamala, Malappuram","https://en.wikipedia.org/wiki/Chelamala,_Malappuram",0,0,3,4,0,2,2,19,2.546565529,6043,22
Mycobacterium avium hominissuis,https://en.wikipedia.org/wiki/Mycobacterium_avium_hominissuis,1,0,1,0,0,4,1,39,3.506953224,8322,32
Timed antagonistic response alethiometer,https://en.wikipedia.org/wiki/Timed_antagonistic_response_alethiometer,0,0,0,0,0,1,1,88,1.655288664,3928,31
Gisela Medefindt,https://en.wikipedia.org/wiki/Gisela_Medefindt,1,4,3,0,0,11,1,3,0.879477455,2087,7
"Hillside (Davenport, Iowa)","https://en.wikipedia.org/wiki/Hillside_(Davenport,_Iowa)",5,0,5,0,0,8,0,25,3.483775811,8267,41
Hardware-based encryption,https://en.wikipedia.org/wiki/Hardware-based_encryption,1,4,19,6,0,2,2,713,22.88537716,54307,68
"Me, Myself and Her","https://en.wikipedia.org/wiki/Me,_Myself_and_Her",1,3,3,6,1,12,2,320,21.61441214,51291,41
French ship Trombe,https://en.wikipedia.org/wiki/French_ship_Trombe,0,0,0,0,0,2,0,6,0.589127686,1398,3
"Poeville, Nevada","https://en.wikipedia.org/wiki/Poeville,_Nevada",1,2,7,4,0,5,0,88,10.91529709,25902,47
Crossy Road,https://en.wikipedia.org/wiki/Crossy_Road,3,10,26,8,0,9,8,"5,016",228.7661188,542862,646
"(DoDI) 6130.03, 2018, section 5, 13f and 14m","https://en.wikipedia.org/wiki/(DoDI)_6130.03,_2018,_section_5,_13f_and_14m",1,0,27,8,0,4,0,164,5.943952802,14105,75
Frederick Joseph McMahon,https://en.wikipedia.org/wiki/Frederick_Joseph_McMahon,0,0,13,0,0,5,0,31,0.12642225,300,5
Louis-Nicolas Robert,https://en.wikipedia.org/wiki/Louis-Nicolas_Robert,4,9,11,8,0,4,0,229,14.22376738,33753,177
Agrypon flaveolatum,https://en.wikipedia.org/wiki/Agrypon_flaveolatum,1,5,3,0,0,2,0,21,2.630847029,6243,14
Ireland's Got Talent,https://en.wikipedia.org/wiki/Ireland%27s_Got_Talent,1,1,17,6,1,11,4,"1,103",138.8175306,329414,581
Theodore L. Cuyler,https://en.wikipedia.org/wiki/Theodore_L._Cuyler,6,0,6,5,0,5,3,152,7.723978087,18329,58
Marthod,https://en.wikipedia.org/wiki/Marthod,4,28,2,0,0,2,0,9,3.214496418,7628,46
Srebrniki-Lądy,https://en.wikipedia.org/wiki/Srebrniki-L%C4%85dy,3,1,1,0,0,2,1,10,1.901390645,4512,13
Microwave,https://en.wikipedia.org/wiki/Microwave,37,75,39,13,2,3,33,"41,156",1747.022756,4145685,"4,210"
Sandilh Point,https://en.wikipedia.org/wiki/Sandilh_Point,2,2,0,4,0,4,0,5,1.542351454,3660,14
Lake Samish,https://en.wikipedia.org/wiki/Lake_Samish,6,0,5,0,0,4,3,874,34.65571007,82238,78
Delaware Route 6,https://en.wikipedia.org/wiki/Delaware_Route_6,3,2,13,6,1,2,2,52,4.689001264,11127,113
Celso Posio,https://en.wikipedia.org/wiki/Celso_Posio,2,5,1,0,0,10,0,10,0.672566372,1596,8
"Pennsbury Village, Pennsylvania","https://en.wikipedia.org/wiki/Pennsbury_Village,_Pennsylvania",4,19,11,8,0,3,2,94,12.61061947,29925,96
Gurs,https://en.wikipedia.org/wiki/Gurs,4,35,2,4,0,2,0,99,9.950273915,23612,89
Tommy Tate,https://en.wikipedia.org/wiki/Tommy_Tate,0,1,2,4,1,8,1,121,6.13822166,14566,62
Richard Carlson (politician),https://en.wikipedia.org/wiki/Richard_Carlson_(politician),1,1,0,4,1,8,1,7,2.768647282,6570,42
Archips menotoma,https://en.wikipedia.org/wiki/Archips_menotoma,0,2,1,0,0,4,1,2,1.12305099,2665,11
Epidapus subgracilis,https://en.wikipedia.org/wiki/Epidapus_subgracilis,1,1,1,0,0,3,0,6,1.240623683,2944,7
Galina Grigorjeva,https://en.wikipedia.org/wiki/Galina_Grigorjeva,1,4,2,0,0,6,0,53,0.289085546,686,8
Ole-Kristian Hope,https://en.wikipedia.org/wiki/Ole-Kristian_Hope,0,0,3,4,0,8,1,41,3.403286979,8076,13
Boden Municipality,https://en.wikipedia.org/wiki/Boden_Municipality,5,29,5,9,2,2,3,297,13.47787611,31983,145
Choi Gwang-hyeon,https://en.wikipedia.org/wiki/Choi_Gwang-hyeon,1,8,2,0,0,13,1,18,2.987779182,7090,36
Plantago cordata,https://en.wikipedia.org/wiki/Plantago_cordata,1,4,3,0,0,4,1,42,5.299620733,12576,17
List of people executed in Idaho,https://en.wikipedia.org/wiki/List_of_people_executed_in_Idaho,0,0,1,0,1,3,1,597,9.381373788,22262,18
Tyler Madden,https://en.wikipedia.org/wiki/Tyler_Madden,1,1,7,6,1,11,0,588,6.390644753,15165,19
Touffreville-la-Corbeline,https://en.wikipedia.org/wiki/Touffreville-la-Corbeline,4,29,3,6,1,2,0,8,3.278971766,7781,41
McKittrick Oil Field,https://en.wikipedia.org/wiki/McKittrick_Oil_Field,4,0,14,7,0,3,1,97,10.31057733,24467,58
"Butchertown, Casey County, Kentucky","https://en.wikipedia.org/wiki/Butchertown,_Casey_County,_Kentucky",3,0,1,0,0,3,1,17,2.734091867,6488,10
Felipe Muñoz,https://en.wikipedia.org/wiki/Felipe_Mu%C3%B1oz,3,19,6,0,0,31,2,149,14.43994943,34266,103
2014–15 Belgian Second Division,https://en.wikipedia.org/wiki/2014%E2%80%9315_Belgian_Second_Division,1,7,11,5,9,3,1,72,13.17193426,31257,173
Adolphe Cicéron,https://en.wikipedia.org/wiki/Adolphe_Cic%C3%A9ron,1,1,9,6,0,4,0,17,1.17530552,2789,10
Jacob Vanderpool,https://en.wikipedia.org/wiki/Jacob_Vanderpool,1,0,7,4,0,4,0,59,2.19721871,5214,38
Anne E. DeChant,https://en.wikipedia.org/wiki/Anne_E._DeChant,0,0,4,6,0,12,1,79,8.447113359,20045,77
Luz Chavita,https://en.wikipedia.org/wiki/Luz_Chavita,2,1,11,3,0,3,3,43,2.521702486,5984,24
Immo (bishop of Noyon),https://en.wikipedia.org/wiki/Immo_(bishop_of_Noyon),0,0,6,0,0,2,0,22,2.927939317,6948,9
Interstate 675 (Ohio),https://en.wikipedia.org/wiki/Interstate_675_(Ohio),2,0,1,4,1,7,3,236,17.72777075,42068,171
Jacques Servier,https://en.wikipedia.org/wiki/Jacques_Servier,4,4,5,0,0,11,0,98,9.054782975,21487,51
Pherallodichthys meshimaensis,https://en.wikipedia.org/wiki/Pherallodichthys_meshimaensis,1,7,1,0,0,4,1,9,2.495996629,5923,10
Farm with Stacks of Peat,https://en.wikipedia.org/wiki/Farm_with_Stacks_of_Peat,2,0,1,0,0,5,0,17,4.010956595,9518,15
Holger Ziegler,https://en.wikipedia.org/wiki/Holger_Ziegler,0,0,3,5,0,4,0,141,5.676359039,13470,26
"Bateman Hotel (Lowville, New York)","https://en.wikipedia.org/wiki/Bateman_Hotel_(Lowville,_New_York)",8,0,3,5,0,6,1,32,3.344711336,7937,69
Eleodes hispilabris,https://en.wikipedia.org/wiki/Eleodes_hispilabris,3,0,3,0,0,2,0,13,0.091445428,217,3
National Council for the Evaluation of Social Development Policy (CONEVAL),https://en.wikipedia.org/wiki/National_Council_for_the_Evaluation_of_Social_Development_Policy_(CONEVAL),1,1,3,0,0,1,0,90,6.504003371,15434,20
"The Turkish Einstein, Oktay Sinanoglu","https://en.wikipedia.org/wiki/The_Turkish_Einstein,_Oktay_Sinanoglu",3,0,1,0,0,6,0,51,2.861356932,6790,29
Chanel J12,https://en.wikipedia.org/wiki/Chanel_J12,1,0,13,9,2,3,0,341,17.96923725,42641,288
1997–98 ECHL season,https://en.wikipedia.org/wiki/1997%E2%80%9398_ECHL_season,0,2,1,6,19,2,1,49,5.431521281,12889,25
Septum verum,https://en.wikipedia.org/wiki/Septum_verum,2,0,7,6,0,2,1,152,3.604298357,8553,33
Bandari F.C. (Kenya),https://en.wikipedia.org/wiki/Bandari_F.C._(Kenya),3,5,3,5,1,7,3,376,39.15381374,92912,107
Jeff Richter,https://en.wikipedia.org/wiki/Jeff_Richter,0,0,0,0,0,4,0,100,7.431942689,17636,20
JABS,https://en.wikipedia.org/wiki/JABS,0,0,15,0,0,4,1,262,0.715549937,1698,25
American depositary receipt,https://en.wikipedia.org/wiki/American_depositary_receipt,2,20,7,8,0,2,14,"4,351",232.5924989,551942,347
R gene,https://en.wikipedia.org/wiki/R_gene,0,4,4,8,0,1,4,800,35.31394859,83800,77
Bnei Netzarim,https://en.wikipedia.org/wiki/Bnei_Netzarim,6,3,3,0,0,6,8,73,4.90897598,11649,26
Sir Yazjan-e Galeh Zan Mazarai,https://en.wikipedia.org/wiki/Sir_Yazjan-e_Galeh_Zan_Mazarai,2,5,2,0,0,2,3,4,1.539401601,3653,5
Norman Rodgers (footballer),https://en.wikipedia.org/wiki/Norman_Rodgers_(footballer),2,0,3,0,0,8,0,19,0.200168563,475,2
Formic acid,https://en.wikipedia.org/wiki/Formic_acid,12,70,51,11,1,5,21,"21,538",1019.598399,2419507,974
Santa María de Santa Cruz de la Serós,https://en.wikipedia.org/wiki/Santa_Mar%C3%ADa_de_Santa_Cruz_de_la_Ser%C3%B3s,11,6,8,5,0,3,0,40,2.637589549,6259,23
Stillbrook Hill,https://en.wikipedia.org/wiki/Stillbrook_Hill,4,0,1,0,0,2,0,18,3.385166456,8033,16
Nick Frascella,https://en.wikipedia.org/wiki/Nick_Frascella,1,2,3,0,0,10,1,6,0.698272229,1657,7
Glaucestrilda,https://en.wikipedia.org/wiki/Glaucestrilda,4,3,0,0,1,3,0,42,0.911083017,2162,3
Forlev-Vemmelev,https://en.wikipedia.org/wiki/Forlev-Vemmelev,5,8,2,0,0,3,2,35,0.675516224,1603,11
Arthur Frank Witulski,https://en.wikipedia.org/wiki/Arthur_Frank_Witulski,2,0,3,5,0,2,0,18,1.772861357,4207,18
Secular Islam Summit,https://en.wikipedia.org/wiki/Secular_Islam_Summit,0,1,16,7,0,6,4,60,5.587863464,13260,394
Katers Island,https://en.wikipedia.org/wiki/Katers_Island,1,2,3,0,0,2,0,6,1.440370839,3418,12
KV30,https://en.wikipedia.org/wiki/KV30,2,16,0,0,0,3,0,95,8.658659924,20547,34
Jackson Avenue Warehouse District,https://en.wikipedia.org/wiki/Jackson_Avenue_Warehouse_District,3,0,4,0,0,5,2,13,3.794774547,9005,23
Acropserotarache,https://en.wikipedia.org/wiki/Acropserotarache,1,2,3,0,0,3,0,4,1.714285714,4068,15
California Psychological Inventory,https://en.wikipedia.org/wiki/California_Psychological_Inventory,0,0,13,7,0,2,0,"1,208",73.80193847,175132,105
The Victor Borge Show,https://en.wikipedia.org/wiki/The_Victor_Borge_Show,0,0,8,4,1,4,1,93,0.092288243,219,34
Black Drawing Chalks,https://en.wikipedia.org/wiki/Black_Drawing_Chalks,2,1,1,5,0,4,0,45,5.00505689,11877,45
Paperwork Reduction Act,https://en.wikipedia.org/wiki/Paperwork_Reduction_Act,3,0,23,5,0,2,2,736,69.09903076,163972,110
Sonnet 27,https://en.wikipedia.org/wiki/Sonnet_27,4,4,4,5,0,2,1,484,35.84534345,85061,66
"80th Battalion, CEF","https://en.wikipedia.org/wiki/80th_Battalion,_CEF",0,0,5,0,0,2,0,10,2.291613991,5438,15
Ortizan Solossa,https://en.wikipedia.org/wiki/Ortizan_Solossa,0,4,2,4,1,16,2,420,8.033291193,19063,127
Brian Milner,https://en.wikipedia.org/wiki/Brian_Milner,3,2,2,4,0,13,1,91,8.250737463,19579,43
Joe Marsh (ice hockey),https://en.wikipedia.org/wiki/Joe_Marsh_(ice_hockey),0,1,2,4,2,9,1,71,3.058575643,7258,44
Tshediso Matona,https://en.wikipedia.org/wiki/Tshediso_Matona,2,0,2,0,0,5,0,45,4.520859671,10728,10
Spanish dialects and varieties,https://en.wikipedia.org/wiki/Spanish_dialects_and_varieties,9,5,36,10,2,2,18,"5,564",244.4820902,580156,"1,510"
Some Product: Carri on Sex Pistols,https://en.wikipedia.org/wiki/Some_Product:_Carri_on_Sex_Pistols,2,5,2,4,1,6,0,371,25.19131901,59779,75
Te Rata,https://en.wikipedia.org/wiki/Te_Rata,2,4,2,0,1,5,2,284,14.48377581,34370,66
Ramovš,https://en.wikipedia.org/wiki/Ramov%C5%A1,0,0,0,0,0,2,1,9,1.635903919,3882,4
Prosper Barbot,https://en.wikipedia.org/wiki/Prosper_Barbot,2,2,2,4,0,6,0,26,0.728613569,1729,16
LPG (Dutch band),https://en.wikipedia.org/wiki/LPG_(Dutch_band),0,1,0,5,0,1,0,22,5.208175306,12359,45
"Cherry Log, Georgia","https://en.wikipedia.org/wiki/Cherry_Log,_Georgia",4,9,7,0,0,3,3,197,13.45596292,31931,21
Chitiz Tamang,https://en.wikipedia.org/wiki/Chitiz_Tamang,1,0,3,0,0,5,0,35,1.001264223,2376,4
Dampierre-en-Yvelines,https://en.wikipedia.org/wiki/Dampierre-en-Yvelines,5,36,3,4,0,2,0,144,8.461862621,20080,57
"Cheney's Grove Township, McLean County, Illinois","https://en.wikipedia.org/wiki/Cheney%27s_Grove_Township,_McLean_County,_Illinois",4,5,3,4,0,5,3,12,3.289506953,7806,36
Leptochroptila,https://en.wikipedia.org/wiki/Leptochroptila,0,1,2,0,0,3,1,17,1.687737042,4005,17
Oued Malha,https://en.wikipedia.org/wiki/Oued_Malha,3,8,1,0,0,3,0,7,1.841972187,4371,9
Omar Ochoa (footballer),https://en.wikipedia.org/wiki/Omar_Ochoa_(footballer),2,0,2,0,0,5,0,14,0.162241888,385,1
Matt Joyce (baseball),https://en.wikipedia.org/wiki/Matt_Joyce_(baseball),5,9,97,9,0,24,1,629,101.8697851,241737,639
Nervous System (album),https://en.wikipedia.org/wiki/Nervous_System_(album),1,0,6,4,2,3,1,14,1.494310999,3546,11
Digitron (company),https://en.wikipedia.org/wiki/Digitron_(company),0,1,3,0,0,4,0,193,9.888327012,23465,16
Thyestilla,https://en.wikipedia.org/wiki/Thyestilla,0,8,1,0,0,2,0,9,1.749262537,4151,6
Julian Bleecker,https://en.wikipedia.org/wiki/Julian_Bleecker,1,2,2,0,0,2,2,73,5.636746734,13376,41
Emil Groytsev,https://en.wikipedia.org/wiki/Emil_Groytsev,1,1,1,0,0,7,0,7,1.043404973,2476,6
Heidenrod,https://en.wikipedia.org/wiki/Heidenrod,4,28,5,7,1,2,1,92,6.144542773,14581,38
Stuecken Branch,https://en.wikipedia.org/wiki/Stuecken_Branch,2,1,2,0,0,4,0,2,0.726085124,1723,8
James Bruce French,https://en.wikipedia.org/wiki/James_Bruce_French,0,0,6,0,0,9,1,19,1.242730721,2949,11
Muhammad Ibrahim Kamel,https://en.wikipedia.org/wiki/Muhammad_Ibrahim_Kamel,1,4,4,3,1,12,3,119,7.233038348,17164,51
L. Prakasam,https://en.wikipedia.org/wiki/L._Prakasam,0,0,9,2,1,8,1,11,2.009692373,4769,21
Amblesthidopsis,https://en.wikipedia.org/wiki/Amblesthidopsis,1,3,1,0,0,4,1,1,0.678466077,1610,13
Andy Cosslett,https://en.wikipedia.org/wiki/Andy_Cosslett,1,0,18,6,0,7,1,212,20.09439528,47684,129
Chiari malformation,https://en.wikipedia.org/wiki/Chiari_malformation,3,26,75,9,1,1,12,"13,173",683.6405394,1622279,994
Ludwigsburg (district),https://en.wikipedia.org/wiki/Ludwigsburg_(district),5,38,1,7,0,3,4,342,18.71175727,44403,83
Caloptilia pyrrhochroma,https://en.wikipedia.org/wiki/Caloptilia_pyrrhochroma,1,5,2,0,0,5,0,5,1.587020649,3766,24
The Emperor's New Clothes (2015 film),https://en.wikipedia.org/wiki/The_Emperor%27s_New_Clothes_(2015_film),1,0,22,5,0,7,1,"1,148",75.32364096,178743,42
ABC Supply 500,https://en.wikipedia.org/wiki/ABC_Supply_500,8,4,104,4,2,8,9,379,47.85208597,113553,306
Bust of Vasil Levski,https://en.wikipedia.org/wiki/Bust_of_Vasil_Levski,3,1,9,6,0,5,1,50,1.750105352,4153,78
